Ticker,Company,Industry,Institutional Ownership,Market Cap ($M),PB Ratio,PS Ratio,Operating Margin %,Net Margin %,Price,Avg Daily TradeVolume
TKC,Turkcell Iletisim Hizmetleri AS,Telecommunication Services,3.78,"5,172.12",1.72,1.28,21.22,13.93,$5.90 ,"381,774"
TKR,The Timken Co,Industrial Products,97.96,"4,269.39",2.44,1.14,14,8.11,$56.68 ,"653,462"
TLK,PT Telekomunikasi Indonesia (Persero) Tbk,Telecommunication Services,12.19,"28,262.39",4,2.97,33.91,14.92,$28.53 ,"187,217"
TLRA,Telaria Inc,Software,79.42,438.71,7.81,6.49,-15.16,-10.55,$9.42 ,"927,410"
TLYS,Tilly's Inc,Retail - Cyclical,84.75,363.58,2.03,0.59,5,4.05,$12.25 ,"262,329"
TM,Toyota Motor Corp,Vehicles & Parts,1,"200,705.11",1.08,0.72,8.46,6.21,$141.53 ,"117,569"
TME,Tencent Music Entertainment Group,Interactive Media,14.57,"19,693.86",3.46,5.83,14.21,8.76,$12.06 ,"6,561,440"
TMHC,Taylor Morrison Home Corp,Homebuilding & Construction,97.16,"2,305.21",0.94,0.5,7.51,4.42,$21.78 ,"1,905,370"
TMO,Thermo Fisher Scientific Inc,Medical Diagnostics & Research,17.84,"130,606.85",4.44,5.21,16.19,14.24,$325.71 ,"1,226,413"
TMST,TimkenSteel Corp,Steel,91.24,345.11,0.56,0.25,0.38,-3.2,$7.70 ,"307,368"
TMUS,T-Mobile US Inc,Telecommunication Services,51.66,"66,221.48",2.38,1.49,12.62,7.53,$77.40 ,"3,009,695"
TNAV,Telenav Inc,Software,59.81,234.58,2.51,0.96,-10.56,-13.32,$4.83 ,"371,389"
TNC,Tennant Co,Industrial Products,99.84,"1,422.28",4.2,1.26,5.8,3.77,$77.86 ,"76,150"
TNET,Trinet Group Inc,Business Services,78.58,"3,967.61",8.31,1.08,6.58,5.14,$56.81 ,"420,886"
TNK,Teekay Tankers Ltd,Oil & Gas,36.92,796.93,0.86,0.94,7.24,-1.19,$23.70 ,"605,657"
TNP,Tsakos Energy Navigation Ltd,Oil & Gas,31.82,388.9,0.28,0.67,13.15,-11.59,$4.34 ,"362,096"
TOL,Toll Brothers Inc,Homebuilding & Construction,99.76,"5,587.69",1.11,0.8,9.72,8.17,$39.79 ,"1,657,290"
TOO,Teekay Offshore Partners LP,Oil & Gas,84.87,633.25,0.47,0.47,26.24,0.18,$1.54 ,"1,618,784"
TOT,Total SA,Oil & Gas,7.39,"142,537.06",1.27,0.83,7.93,5.48,$55.11 ,"1,617,969"
TOUR,Tuniu Corp,Travel & Leisure,15.6,294.78,0.68,0.88,-23.74,-17.24,$2.39 ,"81,768"
TPB,Turning Point Brands Inc,Tobacco Products,49.05,535.2,5.61,1.45,14.89,8.25,$27.22 ,"193,735"
TPC,Tutor Perini Corp,Construction,99.82,646.08,0.43,0.15,4.48,-5.66,$12.85 ,"588,358"
TPCO,Tribune Publishing Co,Media - Diversified,46.77,479.83,1.59,0.47,0.79,-2.12,$13.32 ,"170,905"
TPH,TRI Pointe Group Inc,Homebuilding & Construction,31.67,"2,169.33",1.02,0.71,7.85,6.13,$15.58 ,"2,105,931"
TPIC,TPI Composites Inc,Industrial Products,95.08,667.39,3.25,0.51,1.02,-1.82,$18.97 ,"517,759"
TPR,Tapestry Inc,Retail - Cyclical,70.34,"7,513.72",2.53,1.31,11.79,9.01,$27.23 ,"4,354,302"
TR,Tootsie Roll Industries Inc,Consumer Packaged Goods,57.72,"2,254.45",1.8,4.22,14.31,12.03,$34.53 ,"108,841"
TREC,Trecora Resources,Chemicals,64.12,180.67,0.96,0.67,3.09,-0.2,$7.31 ,"62,138"
TREE,LendingTree Inc,Banks,96.83,"3,827.08",9.82,4.01,7.15,1.2,$294.41 ,"129,071"
TRGP,Targa Resources Corp,Oil & Gas,52.21,"9,474.42",1.77,1.06,3.98,-2.31,$40.70 ,"2,096,060"
TRHC,Tabula Rasa HealthCare Inc,Healthcare Providers & Services,92.54,"1,088.04",5.89,3.7,-7.66,-13.46,$49 ,"351,854"
TRI,Thomson Reuters Corp,Business Services,27.86,"35,882.68",4.13,6.65,19.05,62.86,$71.78 ,"402,153"
TRIP,TripAdvisor Inc,Travel & Leisure,98.36,"4,230.54",2.57,2.71,11.96,7.51,$30.35 ,"3,874,945"
TRMB,Trimble Inc,Hardware,77.83,"10,528.39",3.8,3.34,12.07,9.97,$42.26 ,"1,065,654"
TRN,Trinity Industries Inc,Transportation,99.54,"2,819.31",1.34,1.05,11.92,4.96,$22.98 ,"1,203,538"
TRNS,Transcat Inc,Industrial Distribution,81.17,238.89,3.81,1.43,6.52,4.91,$32.46 ,"25,826"
TROW,T. Rowe Price Group Inc,Asset Management,98.67,"28,711.94",4.22,5.4,42.79,35.53,$122.87 ,"813,549"
TROX,Tronox Holdings PLC,Chemicals,76.63,"1,687.05",2.53,0.69,5.55,-4.79,$11.89 ,"1,230,047"
TRP,TC Energy Corp,Oil & Gas,90.94,"50,383.90",2.48,4.73,44.95,29.68,$53.84 ,"1,341,125"
TRS,TriMas Corp,Industrial Products,96.67,"1,415.08",2.13,1.58,12.25,8.46,$31.41 ,"136,944"
TRTN,Triton International Ltd,Business Services,80.9,"2,886.55",1.4,2.1,47.79,23.11,$39.96 ,"248,428"
TRU,TransUnion,Business Services,99.19,"16,048.82",7.89,6.3,22.6,14.18,$85.23 ,"931,249"
TRUE,TrueCar Inc,Interactive Media,99.78,490.34,1.49,1.37,-15.41,-14.77,$4.60 ,"1,798,522"
TRUP,Trupanion Inc,Insurance,99.43,"1,271.04",9.57,3.51,-0.67,-0.75,$36.37 ,"294,375"
TRVG,trivago NV,Interactive Media,11.62,926.6,0.95,0.99,5.33,2.97,$2.63 ,"415,091"
TRWH,Twin River Worldwide Holdings Inc,Travel & Leisure,95.77,894.86,3.41,1.99,23.8,12.66,$26.14 ,"221,907"
TS,Tenaris SA,Oil & Gas,18.13,"13,393.23",1.11,1.77,11.16,10.64,$22.69 ,"2,582,894"
TSCO,Tractor Supply Co,Retail - Cyclical,76.37,"10,948.37",7.35,1.35,8.84,6.69,$92.48 ,"1,359,519"
TSEM,Tower Semiconductor Ltd,Semiconductors,67.41,"2,630.67",1.99,2.1,8.56,8.51,$24.63 ,"411,811"
TSG,The Stars Group Inc,Travel & Leisure,79.95,"7,367.28",1.71,2.84,13.79,-2.32,$25.56 ,"1,568,580"
TSM,Taiwan Semiconductor Manufacturing Co Ltd,Semiconductors,26.2,"302,089.16",5.49,8.34,34.24,32.72,$58.25 ,"6,161,511"
TSN,Tyson Foods Inc,Consumer Packaged Goods,97.2,"33,358.81",2.38,0.79,6.67,4.77,$91.30 ,"2,551,118"
TSQ,Townsquare Media Inc,Media - Diversified,49.89,183.54,0.53,0.59,17.13,-0.78,$9.68 ,"37,437"
TSU,Tim Participacoes SA,Telecommunication Services,15.05,"9,298.60",1.71,2.2,26.72,20.07,$19.21 ,"898,004"
TTEC,TTEC Holdings Inc,Software,40.75,"1,759.53",4.68,1.1,7.92,4.32,$37.85 ,"262,854"
TTEK,Tetra Tech Inc,Construction,15.05,"4,727.86",4.79,1.56,6.69,5.11,$86.61 ,"287,749"
TTGT,TechTarget Inc,Interactive Media,99.57,757.79,5.13,5.91,16.65,11.91,$27.06 ,"172,161"
TTI,Tetra Technologies Inc,Oil & Gas,86.74,248.59,1.74,0.24,3.36,-2.7,$1.98 ,"836,656"
TTM,Tata Motors Ltd,Vehicles & Parts,7.49,"8,892.90",1.08,0.2,-6.78,-9.79,$12.36 ,"1,457,284"
TTMI,TTM Technologies Inc,Hardware,99.66,"1,591.91",1.27,0.66,4.44,2.56,$15.09 ,"898,813"
TTWO,Take-Two Interactive Software Inc,Interactive Media,97.49,"14,053.90",6.43,4.47,7.29,11.14,$123.99 ,"1,289,112"
TU,TELUS Corp,Telecommunication Services,76.01,"23,086.70",2.84,2.1,19.83,11.99,$38.35 ,"413,347"
TUFN,Tufin Software Technologies Ltd,Software,26.34,628.03,6.45,5.73,-15.8,-17.72,$18.02 ,"337,510"
TV,Grupo Televisa SAB,Media - Diversified,56.73,"6,785.29",1.46,1.33,16.33,2.27,$11.77 ,"1,506,327"
TVTY,Tivity Health Inc,Healthcare Providers & Services,24.96,930.6,1.71,0.88,14.38,6.41,$19.39 ,"893,052"
TWI,Titan International Inc,Farm & Heavy Construction Machinery,99.3,214.04,0.91,0.14,-0.78,-2.38,$3.55 ,"397,205"
TWIN,Twin Disc Inc,Industrial Products,77.84,133.6,0.77,0.45,2.77,0.52,$10 ,"31,560"
TWNK,Hostess Brands Inc,Consumer Packaged Goods,89.55,"1,899.96",1.29,1.71,13.84,5.88,$14.57 ,"1,013,196"
TWOU,2U Inc,Education,91.26,"1,560.90",2.13,2.83,-25.02,-35.28,$24.59 ,"1,326,444"
TWTR,Twitter Inc,Interactive Media,97.5,"25,332.51",3,7.6,12.51,47.67,$32.63 ,"15,560,240"
TX,Ternium SA,Steel,22.95,"4,460.16",0.67,0.42,10.87,7.96,$22.72 ,"336,985"
TXRH,Texas Roadhouse Inc,Restaurants,98.76,"3,870.95",4.34,1.51,7.3,6.15,$55.77 ,"767,043"
TXT,Textron Inc,Aerospace & Defense,96.17,"10,283.26",1.89,0.8,8.62,6.46,$45.05 ,"1,677,120"
UA,Under Armour Inc,Manufacturing - Apparel & Accessories,50.77,"9,330.69",4.57,1.88,3.84,2.14,$19.55 ,"2,387,918"
UAA,Under Armour Inc,Manufacturing - Apparel & Accessories,58.14,"9,327.57",4.59,1.89,3.84,2.14,$21.80 ,"5,522,948"
UAL,United Airlines Holdings Inc,Transportation,84.32,"22,586.68",2.01,0.55,10.63,6.62,$89.26 ,"1,918,629"
UAN,CVR Partners LP,Agriculture,40.61,352.31,0.76,0.85,11.37,-2.75,$3.11 ,"138,159"
UBA,Urstadt Biddle Properties Inc,REITs,45.61,917.15,2.75,5.78,21.29,28.44,$24.26 ,"93,311"
UCTT,Ultra Clean Holdings Inc,Semiconductors,97.51,952.15,2.16,0.91,3.43,-0.02,$23.92 ,"518,502"
UE,Urban Edge Properties,REITs,71.18,"2,289.91",2.32,5.79,31.89,28.69,$18.89 ,"955,855"
UEIC,Universal Electronics Inc,Hardware,96.64,748.65,2.87,1,0.86,-1.94,$53.75 ,"80,417"
UFI,Unifi Inc,Manufacturing - Apparel & Accessories,87.97,458.31,1.16,0.65,1.64,0.62,$24.78 ,"79,469"
UFPI,Universal Forest Products Inc,Forest Products,54,"2,999.54",2.47,0.66,5.44,3.91,$48.86 ,"440,525"
UFPT,UFP Technologies Inc,Packaging & Containers,94.11,366.36,2.35,1.84,11.8,9.25,$49.26 ,"33,876"
UFS,Domtar Corp,Forest Products,78.68,"2,214.19",0.94,0.45,7.68,3.82,$38.66 ,"661,605"
UGI,UGI Corp,Utilities - Regulated,88.96,"9,334.43",2.45,1.09,8.11,3.5,$44.66 ,"1,542,278"
UGP,Ultrapar Participacoes SA,Oil & Gas,4.08,"6,863.71",2.93,0.36,2.32,1.29,$6.32 ,"1,058,592"
UHAL,Amerco Inc,Business Services,50.88,"7,330.96",1.81,1.88,16.06,9.5,$373.88 ,"46,524"
UHS,Universal Health Services Inc,Healthcare Providers & Services,78.23,"12,510.25",2.34,1.15,10.1,6.48,$142.84 ,"591,905"
ULBI,Ultralife Corp,Industrial Products,49.27,116.54,1.1,1.22,6.17,24.12,$7.35 ,"23,152"
ULH,Universal Logistics Holdings Inc,Transportation,38.32,524.37,2.65,0.36,4.45,2.49,$19.22 ,"82,454"
ULTA,Ulta Beauty Inc,Retail - Cyclical,98.59,"14,366.37",7.87,2.04,12.4,9.67,$251.33 ,"1,440,263"
UMC,United Microelectronics Corp,Semiconductors,5.67,"6,345.74",0.95,1.52,1.45,3.36,$2.71 ,"698,102"
UMH,UMH Properties Inc,REITs,50.68,638.51,4.31,4.29,13.31,-2.45,$15.63 ,"163,844"
UNF,UniFirst Corp,Business Services,97.66,"3,851.30",2.34,2.15,12.82,9.9,$203.29 ,"76,930"
UNFI,United Natural Foods Inc,Retail - Defensive,22.22,461.78,0.4,0.02,0.41,-2.65,$8.63 ,"1,278,490"
UNH,UnitedHealth Group Inc,Healthcare Plans,86.77,"280,103.23",5.1,1.2,7.27,5.61,$295.65 ,"4,029,108"
UNP,Union Pacific Corp,Transportation,72.8,"125,518.28",6.97,5.82,38.93,27.28,$180.81 ,"2,699,181"
UNVR,Univar Solutions Inc,Chemicals,94.84,"4,119.32",2.36,0.42,4.73,-0.48,$24.43 ,"1,559,309"
UPLD,Upland Software Inc,Software,93.06,922.27,4.21,3.96,8.85,-11.75,$36.51 ,"277,142"
UPWK,Upwork Inc,Business Services,63.98,"1,166.14",4.45,3.91,-4.49,-5.17,$10.41 ,"1,216,494"
URBN,Urban Outfitters Inc,Retail - Cyclical,99.45,"2,757.05",1.93,0.72,7.8,5.96,$28.14 ,"2,788,664"
URI,United Rentals Inc,Business Services,17.88,"12,762.96",3.52,1.45,23.6,12.46,$169.82 ,"1,170,059"
USAC,USA Compression Partners LP,Oil & Gas,37.87,"1,705.29",1,2.47,24.71,5.78,$17.65 ,"256,829"
USAP,Universal Stainless & Alloy Products Inc,Steel,99.95,129.44,0.53,0.53,3.08,1.9,$14.73 ,"27,477"
USAS,Americas Gold And Silver Corp,Metals & Mining,19.09,264.52,1.96,2.65,-26.93,-41.06,$3.18 ,"360,351"
USCR,US Concrete Inc,Building Materials,99.47,691.33,2.04,0.46,4.49,0.88,$41.40 ,"265,962"
USDP,USD Partners LP,Transportation,30.15,261.87,5.56,2.28,19.82,5.48,$9.88 ,"48,765"
USFD,US Foods Holding Corp,Retail - Defensive,61.97,"9,127.92",2.57,0.36,2.73,1.57,$41.60 ,"1,579,778"
USM,United States Cellular Corp,Telecommunication Services,62.46,"3,031.51",0.73,0.77,3.28,3.21,$35.19 ,"239,557"
USNA,Usana Health Sciences Inc,Consumer Packaged Goods,80.65,"1,732.09",5.52,1.75,13.8,9.38,$80.03 ,"105,063"
USPH,US Physical Therapy Inc,Healthcare Providers & Services,92.07,"1,456",6.19,3.04,14.03,8.91,$113.98 ,"97,855"
USX,U.S. Xpress Enterprises Inc,Transportation,42.73,250.71,1.08,0.15,3.24,0.75,$5.12 ,"204,620"
UTHR,United Therapeutics Corp,Biotechnology,99.51,"3,925.64",1.47,2.58,-7.87,-6.04,$89.46 ,"441,166"
UTI,Universal Technical Institute Inc,Education,72.83,184.55,1.61,0.57,-2.35,-2.37,$7.20 ,"98,690"
UTL,Unitil Corp,Utilities - Regulated,95.44,913.79,2.48,2.04,16.38,9.79,$61.22 ,"55,742"
UTMD,Utah Medical Products Inc,Medical Devices & Instruments,99.77,402.27,4.23,9.01,38.42,30.7,$108.10 ,"10,266"
UTX,United Technologies Corp,Aerospace & Defense,99.66,"130,103.28",3.21,1.71,11.95,6.73,$150.71 ,"2,686,885"
UVV,Universal Corp,Tobacco Products,17.03,"1,394.48",1.06,0.68,8.14,4.31,$56.22 ,"154,546"
UXIN,Uxin Ltd,Interactive Media,27.1,695.71,3.31,1.1,-28,-32.23,$2.37 ,"1,131,676"
VAC,Marriott Vacations Worldwide Corp,Travel & Leisure,97,"5,478.45",1.77,1.39,12.53,2.53,$130.31 ,"302,278"
VAL,Valaris PLC,Oil & Gas,88.78,"1,166.46",0.12,0.45,-23.24,-9.57,$5.88 ,"5,480,638"
VALE,Vale SA,Metals & Mining,29.55,"70,330.25",1.62,1.92,37.2,9.99,$13.49 ,"19,006,478"
VAR,Varian Medical Systems Inc,Medical Devices & Instruments,20.07,"12,878.18",7.3,4.02,15.35,9.05,$141.66 ,"643,417"
VC,Visteon Corp,Vehicles & Parts,97.21,"2,437.18",5.14,0.84,3.24,2.66,$87.15 ,"321,570"
VCEL,Vericel Corp,Biotechnology,93.34,792.9,8.13,7.19,-13.18,-12.68,$17.74 ,"487,544"
VCRA,Vocera Communications Inc,Hardware,98.35,664.65,4.2,3.65,-7.15,-9.68,$21.11 ,"353,616"
VCTR,Victory Capital Holdings Inc,Asset Management,22.92,"1,433.16",2.86,3.15,32.2,14.05,$21.21 ,"149,281"
VEC,Vectrus Inc,Aerospace & Defense,99.64,584.67,2.36,0.43,3.61,2.54,$50.80 ,"85,361"
VECO,Veeco Instruments Inc,Semiconductors,98.78,729.15,1.82,1.74,-10.92,-47.03,$14.91 ,"256,825"
VEDL,Vedanta Ltd,Metals & Mining,4.61,"7,922.71",0.85,0.63,43.35,8.66,$8.56 ,"667,957"
VEON,VEON Ltd,Telecommunication Services,22.23,"4,512.76",3.57,0.52,29.12,6.54,$2.58 ,"7,802,384"
VER,VEREIT Inc,REITs,73.97,"9,801.40",1.41,7.25,36.45,-27.65,$9.18 ,"10,754,388"
VERU,Veru Inc,Drug Manufacturers,12.84,198.37,6.14,6.08,-20.24,-37.79,$3.05 ,"233,768"
VET,Vermilion Energy Inc,Oil & Gas,66.15,"2,600.80",1.35,1.97,11.94,20.41,$16.71 ,"1,105,274"
VFC,VF Corp,Manufacturing - Apparel & Accessories,49.96,"39,697.73",8.54,3.09,11.69,10.07,$99.40 ,"2,090,447"
VFF,Village Farms International Inc,Consumer Packaged Goods,15.98,305.07,2.19,1.83,-13.43,8.49,$5.80 ,"883,838"
VG,Vonage Holdings Corp,Telecommunication Services,99.04,"1,766.32",3.3,1.54,0.76,-2.09,$7.28 ,"3,618,370"
VIAC,ViacomCBS Inc,Media - Diversified,97.05,"26,365.83",3.16,1.04,18.49,18.98,$42.66 ,"6,897,695"
VIACA,ViacomCBS Inc,Media - Diversified,1.14,"26,433.84",3.19,1.04,18.49,18.98,$45.05 ,"34,039"
VIAV,Viavi Solutions Inc,Hardware,97.64,"3,513.48",4.97,3.09,7.77,2.37,$15.29 ,"1,825,904"
VICR,Vicor Corp,Hardware,39.71,"1,880.01",9.3,7.03,7.31,7.2,$46.53 ,"193,645"
VIOT,Viomi Technology Co Ltd,Hardware,23.27,563.86,3.15,1.04,7.2,6.66,$8.14 ,"121,867"
VIPS,Vipshop Holdings Ltd,Retail - Cyclical,67.21,"9,760.71",3.4,0.77,4.33,3.62,$14.59 ,"5,923,257"
VIRT,Virtu Financial Inc,Capital Markets,78.42,"3,066.98",3.16,1.13,15.48,2.55,$16.08 ,"934,069"
VIST,Vista Oil & Gas SAB de CV,Oil & Gas,20.59,673.71,1.07,1.44,11.82,13.05,$7.75 ,"187,399"
VIV,Telefonica Brasil SA,Telecommunication Services,11.17,"24,519.78",1.18,1.91,15.47,11.85,$14.52 ,"1,351,147"
VIVO,Meridian Bioscience Inc,Medical Diagnostics & Research,78.44,419.71,2.18,2.09,18.54,12.13,$9.80 ,"423,952"
VLGEA,Village Super Market Inc,Retail - Defensive,63.65,341.32,1.03,0.2,1.74,1.32,$23.73 ,"32,915"
VLO,Valero Energy Corp,Oil & Gas,62.8,"38,773.83",1.84,0.36,3.11,2.12,$94.42 ,"3,085,988"
VLRS,Controladora Vuela Compania de Aviacion SAB de CV,Transportation,8.15,"1,056.50",4.85,0.61,3.06,2.64,$10.60 ,"239,967"
VMC,Vulcan Materials Co,Building Materials,99.71,"19,012.74",3.44,3.98,17.65,12.43,$143.65 ,"1,012,190"
VMD,Viemed Healthcare Inc,Medical Devices & Instruments,17.95,241.05,5.48,2.93,12.05,11.75,$6.34 ,"20,441"
VMI,Valmont Industries Inc,Industrial Products,98.11,"3,239.81",3.04,1.18,7.87,4.88,$150.51 ,"101,544"
VNCE,Vince Holding Corp,Manufacturing - Apparel & Accessories,14.63,213.63,2.84,0.74,2.49,0.91,$18.29 ,"101,782"
VNDA,Vanda Pharmaceuticals Inc,Biotechnology,79.45,913.11,2.29,4.25,12.64,55.49,$17.12 ,"560,555"
VNE,Veoneer Inc,Vehicles & Parts,37.43,"1,811.36",1,0.76,-23.27,-26.1,$16.26 ,"398,596"
VNET,21Vianet Group Inc,Software,47.85,723.79,1.05,1.39,6.18,-7.64,$6.44 ,"249,238"
VNO,Vornado Realty Trust,REITs,60.14,"12,960.64",2.09,6.46,16.88,152.22,$67.91 ,"1,070,647"
VNOM,Viper Energy Partners LP,Oil & Gas,59.72,"3,901.56",4.43,5.27,66.49,15.51,$25.44 ,"492,590"
VNTR,Venator Materials PLC,Chemicals,50.32,435.84,0.51,0.2,1.63,-3.26,$4.09 ,"504,416"
VOD,Vodafone Group PLC,Telecommunication Services,8.76,"51,863.52",0.78,1.12,12.15,-5.15,$19.41 ,"3,134,591"
VOXX,VOXX International Corp,Vehicles & Parts,61.89,108.98,0.28,0.27,-4.51,-7.48,$4.51 ,"40,674"
VPG,Vishay Precision Group Inc,Hardware,99.83,457.87,1.95,1.6,13.01,7.45,$33.86 ,"64,017"
VRA,Vera Bradley Inc,Manufacturing - Apparel & Accessories,96.33,387.54,1.34,0.87,3.04,2.67,$11.52 ,"336,057"
VREX,Varex Imaging Corp,Medical Devices & Instruments,35.27,"1,167.93",2.62,1.49,6.47,1.99,$30.34 ,"228,912"
VRNT,Verint Systems Inc,Software,84.68,"3,669.30",2.8,2.85,7.96,3.95,$54.91 ,"501,134"
VRRM,Verra Mobility Corp,Business Services,92.18,"2,220.14",6.75,3.14,13.69,-4.64,$13.95 ,"1,392,392"
VRS,Verso Corp,Forest Products,99.06,628.17,0.71,0.25,2.31,1.57,$18.10 ,"290,284"
VRTS,Virtus Investment Partners Inc,Asset Management,99.35,833.54,1.48,1.82,21.3,13.49,$121.19 ,"56,803"
VRTU,Virtusa Corp,Software,99.96,"1,359.67",3.56,1.11,5.81,2.63,$45.56 ,"200,931"
VRTV,Veritiv Corp,Industrial Products,8.46,322.48,0.61,0.04,0.8,-0.29,$20.03 ,"128,983"
VSAT,Viasat Inc,Hardware,94.16,"4,524.16",2.26,2.02,1.15,-0.72,$73.74 ,"290,348"
VSEC,VSE Corp,Aerospace & Defense,95.84,431.02,1.21,0.58,7.93,4.91,$39.29 ,"17,041"
VSH,Vishay Intertechnology Inc,Semiconductors,20.13,"3,075.24",2.06,1.1,12.88,8.9,$21.29 ,"912,751"
VSI,Vitamin Shoppe Inc,Retail - Cyclical,97.27,156.64,0.86,0.15,0.72,-0.83,$6.50 ,"467,874"
VSLR,Vivint Solar Inc,Semiconductors,97.85,960.83,4.49,2.9,-49.51,-24.89,$7.87 ,"1,084,809"
VST,Vistra Energy Corp,Utilities - Independent Power Producers,99.36,"11,224.68",1.44,1.02,14.46,4.41,$23.03 ,"5,078,349"
VSTO,Vista Outdoor Inc,Travel & Leisure,34.61,439.48,0.74,0.24,0.41,-31.35,$7.60 ,"687,083"
VTR,Ventas Inc,REITs,71.98,"21,473.33",2.01,5.55,24.5,12.77,$57.61 ,"2,547,055"
VVI,Viad Corp,Business Services,97.44,"1,396.42",3.01,1.03,6.98,1.82,$68.70 ,"89,053"
VZ,Verizon Communications Inc,Telecommunication Services,96.72,"253,482.22",4.3,1.93,22.05,12.26,$61.29 ,"11,399,381"
WAAS,AquaVenture Holdings Ltd,Utilities - Regulated,51.8,867.77,2.15,3.94,3.5,-10.28,$27.31 ,"189,773"
WAB,Westinghouse Air Brake Technologies Corp,Transportation,90.53,"14,985.71",1.55,1.68,7.63,3.24,$78.18 ,"1,431,391"
WAIR,Wesco Aircraft Holdings Inc,Industrial Distribution,99.29,"1,102.34",1.55,0.65,4.63,1.26,$11.02 ,"625,793"
WB,Weibo Corp,Interactive Media,33.81,"10,740.61",5.24,6.22,35.37,31.79,$47.77 ,"1,787,276"
WBA,Walgreens Boots Alliance Inc,Healthcare Providers & Services,87.65,"52,302.46",2.25,0.39,3.53,2.91,$58.90 ,"5,574,672"
WBC,WABCO Holdings Inc,Vehicles & Parts,99.01,"6,946.04",5.12,1.96,11.23,9.2,$135.52 ,"557,931"
WBT,Welbilt Inc,Industrial Products,98.84,"2,240.98",9.72,1.39,12.01,3.99,$15.88 ,"1,316,093"
WCC,WESCO International Inc,Industrial Distribution,85.91,"2,415.42",1.11,0.31,4.27,2.76,$57.79 ,"542,562"
WCG,WellCare Health Plans Inc,Healthcare Plans,97.75,"16,706.25",3.44,0.62,3.46,2.34,$331.95 ,"477,746"
WCN,Waste Connections Inc,Waste Management,79.42,"23,846.93",3.52,4.52,16.84,10.7,$90.44 ,"1,085,836"
WD,Walker & Dunlop Inc,Banks,99.13,"2,021.61",1.97,2.48,30.92,21.62,$65.60 ,"160,482"
WDC,Western Digital Corp,Hardware,22.56,"18,677",1.95,1.18,-3.85,-9.89,$62.80 ,"5,573,499"
WDR,Waddell & Reed Financial Inc,Asset Management,99.45,"1,178.64",1.42,1.19,15.03,13.57,$16.76 ,"800,575"
WEC,WEC Energy Group Inc,Utilities - Regulated,94.13,"28,941.21",2.86,3.8,19.05,14.33,$91.75 ,"1,468,106"
WEI,Weidai Ltd,Software,1.51,242.35,0.47,0.41,14.28,12.92,$3.44 ,"22,439"
WELL,Welltower Inc,REITs,73.41,"32,658.75",2.13,6.36,23.54,22.36,$80.48 ,"2,257,218"
WEN,The Wendy's Co,Restaurants,95.85,"5,003.58",7.85,3.14,16.75,7.69,$22.14 ,"2,697,392"
WERN,Werner Enterprises Inc,Transportation,94.87,"2,511.45",2.35,1.01,9.43,6.95,$36.29 ,"473,326"
WES,Western Midstream Partners LP,Oil & Gas,49.83,"9,259.98",2.91,2.94,33.65,16.45,$20.44 ,"1,630,049"
WETF,WisdomTree Investments Inc,Asset Management,95.13,768.32,2.1,3.09,19.48,1.46,$4.95 ,"908,592"
WEX,WEX Inc,Software,15.97,"8,957.04",4.86,5.43,22.76,3.95,$206.91 ,"294,678"
WEYS,Weyco Group Inc,Manufacturing - Apparel & Accessories,48.54,262.52,1.27,0.87,8.93,7.06,$26.55 ,"9,245"
WGO,Winnebago Industries Inc,Vehicles & Parts,23.83,"1,778.31",2.18,0.81,7.04,4.98,$52.80 ,"731,876"
WHD,Cactus Inc,Oil & Gas,96.83,"2,614.82",8.37,2.76,30.4,13.45,$34.81 ,"367,524"
WHG,Westwood Holdings Group Inc,Capital Markets,97.56,265.28,1.77,2.78,13.83,9.59,$29.93 ,"35,209"
WHR,Whirlpool Corp,"Furnishings, Fixtures & Appliances",11.64,"9,175.98",3.02,0.45,5.76,5.15,$145.19 ,"852,940"
WIFI,Boingo Wireless Inc,Telecommunication Services,99.6,506.08,5.33,1.87,-1.07,-1.76,$11.46 ,"637,941"
WIRE,Encore Wire Corp,Industrial Products,99.74,"1,191.90",1.55,0.92,6.99,5.62,$56.86 ,"97,227"
WIT,Wipro Ltd,Software,2.68,"21,615.31",2.78,2.53,17.48,16.58,$3.80 ,"1,243,811"
WLDN,Willdan Group Inc,Construction,80.9,354.09,2.28,0.89,1.38,0.71,$31.29 ,"102,956"
WLH,William Lyon Homes,Homebuilding & Construction,86.8,749.36,0.84,0.38,5.05,3.04,$19.80 ,"760,675"
WLK,Westlake Chemical Corp,Chemicals,42.76,"9,077.50",1.54,1.1,9.79,5.74,$70.73 ,"522,388"
WLKP,Westlake Chemical Partners LP,Chemicals,53.85,894.83,3.23,0.73,29.52,4.81,$25.43 ,"70,578"
WLL,Whiting Petroleum Corp,Oil & Gas,15.99,646.4,0.16,0.39,7.61,6.62,$7.08 ,"8,480,947"
WLTW,Willis Towers Watson PLC,Insurance,77.41,"25,974.26",2.62,3.01,16.72,10.07,$202.02 ,"586,977"
WM,Waste Management Inc,Waste Management,11.2,"48,015.61",7.08,3.13,18.02,11.35,$113.18 ,"1,773,418"
WMB,Williams Companies Inc,Oil & Gas,99.59,"28,858.89",2.11,3.47,27.2,1.87,$23.81 ,"11,746,098"
WMC,Western Asset Mortgage Capital Corp,REITs,38.94,568.97,1.01,8.84,-27.84,66.27,$10.69 ,"343,201"
WMGI,Wright Medical Group NV,Medical Devices & Instruments,62.95,"3,846.39",4.51,4.19,0.15,-14.5,$30.31 ,"5,363,556"
